Survey ResponseID,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Q-life-changes,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society
R_1DTocDmr98DeSu5,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,LGBTQ+,Massachusetts,2,2,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_3P4Zrwcqx51YVqa,18 - 24 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Other,LGBTQ+,Michigan,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_1ezavRhXbeNQUT1,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Florida,1 (just me!),2,More than 10 times per month,Yes,Yes,No,No,No,,No,No,Yes,No,Yes
R_2wRVNkYiRVt3DWL,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Pennsylvania,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_3HCGBIUl9rPEwFq,25 - 34 years,No,Asian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),California,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_31MkP4NtvpSj05l,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Missouri,2,4+,Less than 5 times per month,Yes,No,Yes,No,No,Lost a job ,Yes if I get part of the profit,No,Yes,No,Yes
R_9mGmhKxB10zJtHr,25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,"$50,000 - $74,999",Other,LGBTQ+,Ohio,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_12DXU1DfwUF0Aq5,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,No,No,,No,No,No,No,I don't know
R_3h3VvfXViksWH2f,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Nevada,1 (just me!),1 (just me!),More than 10 times per month,No,No,Yes,No,No,,No,No,No,No,Yes
R_1MXUL8xOw2LkP30,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Louisiana,1 (just me!),3,Less than 5 times per month,Yes,No,Yes,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_21BehoUEuWS1JQC,35 - 44 years,Yes,American Indian/Native American or Alaska Native,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,California,1 (just me!),2,5 - 10 times per month,No,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_3mmIIMQ7oHxgBJh,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000",Female,prefer not to say,California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,Yes,No,No
R_2cw4rjR5lnZ4Npj,18 - 24 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,No,No,No,No
R_2Qh94pYDlaxRsdw,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Became pregnant,Yes,Yes,No,I don't know,Yes
R_2ZKqoOzAsMTAnNk,45 - 54 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,No,No,,I don't know,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_sF1pGMNxEpYFxO9,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Texas,2,3,Less than 5 times per month,No,Yes,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_23Wbrmncvkhzk2L,18 - 24 years,No,"White or Caucasian,Asian",High school diploma or GED,"$150,000 or more",Female,heterosexual (straight),California,3,3,5 - 10 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence,Had a child",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_Od33rLRnqYAGCPv,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,Oregon,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_2tzlui4GFA3VkSz,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Washington,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,"Moved place of residence,Became pregnant",No,No,Yes,I don't know,Yes
R_217oxO4haoe4tcE,65 and older,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),North Carolina,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_3F2KeQRImk5Mttz,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Illinois,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,No,No,No,No,No
R_2fx4q9kzHTIS3EV,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know
R_3iDN6fAYFJQiaBE,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,No,No,I don't know,No,Yes
R_2dFIbbYWUgwBiHk,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,Florida,1 (just me!),3,Less than 5 times per month,I stopped in the recent past,Yes,Yes,No,No,,No,No,No,No,Yes
R_3CATeNn9pwYX3bv,25 - 34 years,Yes,"White or Caucasian,Black or African American,Other",High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,Moved place of residence,No,No,No,No,Yes
R_qIwuFobtAI9rW3D,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,No,No,No,No,No
R_3kueJwyzqVs2sxR,35 - 44 years,No,White or Caucasian,Some high school or less,"Less than $25,000",Female,heterosexual (straight),Kentucky,1 (just me!),4+,5 - 10 times per month,Yes,I stopped in the recent past,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_1joYJwAIb83oGBr,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Idaho,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_BVssGO3SDM9uIXD,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),North Carolina,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_RrAzSSEpdQYcUx3,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$150,000 or more",Male,heterosexual (straight),Michigan,1 (just me!),2,More than 10 times per month,No,No,No,No,No,,No,No,Yes,Yes,Yes
R_3nqPkPCXP339aox,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Ohio,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,Yes,Yes,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_3MRUV38aFVNctgw,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,Indiana,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,No,No,No,No,No
R_2bPZUcXMwF3Vzib,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),Florida,2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_2Bf9LCfyZyvdTjk,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Colorado,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_1DLRE54vbCjvb6t,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Arizona,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_7Qxja7QGDt7ozO9,35 - 44 years,No,White or Caucasian,Some high school or less,"$25,000 - $49,999",Male,heterosexual (straight),Pennsylvania,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,Yes,No,,No,No,I don't know,I don't know,Yes
R_2Vxxas8YTz85ckg,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Massachusetts,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3MJrG4eo3Iyv7S6,25 - 34 years,No,Black or African American,Bachelor's degree,"$75,000 - $99,999",Male,LGBTQ+,New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_1d02LBY83RUbFAj,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),North Carolina,2,2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_bkAu6XeIT0wOxs5,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,Prefer not to say,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_3fSID1UOrXxgUWt,25 - 34 years,Yes,Other,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Texas,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_3ff9iXWRr8CwTNI,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),California,4+,4+,More than 10 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_1jfZY8E8Tu15CYY,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Indiana,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_33m7KkdGBd1FBPD,25 - 34 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Massachusetts,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_Y4aBj5VuuQKYcq5,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),North Carolina,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,No,No,I don't know,Yes,Yes
R_AiLABca1I8NWvOF,35 - 44 years,Yes,American Indian/Native American or Alaska Native,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Connecticut,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,Yes,Yes
R_tVBwSUerMFXisLL,18 - 24 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,No,No,No,No,No
R_AFYBJKvk0e2g5Y5,35 - 44 years,No,Black or African American,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,Massachusetts,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_rqYLYukRihPwUmZ,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,Colorado,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,"Lost a job ,Moved place of residence",No,No,No,No,Yes
R_1n8Ra4QBF4msgGV,25 - 34 years,No,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,I don't know,I don't know,I don't know
R_2BaJphTs4oWCFD0,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Maryland,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Lost a job ,Yes,Yes,No,I don't know,Yes
R_3O7wBifBfe9F5J6,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Colorado,1 (just me!),3,Less than 5 times per month,Yes,No,No,No,No,,Yes,Yes,No,Yes,Yes
R_1oqo8TsBiNOQg4v,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),North Dakota,1 (just me!),2,5 - 10 times per month,Yes,Yes,Yes,Yes,No,,No,No,Yes,No,No
R_2VQ4fJhyE3krisI,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Pennsylvania,1 (just me!),3,Less than 5 times per month,No,No,I stopped in the recent past,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_3JeYrscDZ1kBO3a,18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,LGBTQ+,Arizona,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_0BrMxYYMHVMOBEJ,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Nebraska,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_2EaSTjkQlVDnBig,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Michigan,1 (just me!),4+,5 - 10 times per month,Yes,No,Yes,No,No,,No,No,No,No,No
R_2DMpKQjt53QcOBk,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Florida,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,No,No,I don't know,No,Yes
R_1mzxeFCZSlcG18B,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000",Male,heterosexual (straight),Illinois,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,No,No,No,No,Yes
R_2Vg5Du0x87AijTs,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Florida,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,No,No,Yes,Yes
R_3MsYhJbREPDB9fd,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,Yes
R_3xhEVxZPfs1wthv,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Female,heterosexual (straight),Ohio,4+,4+,5 - 10 times per month,No,No,No,No,No,Moved place of residence,No,No,No,No,No
R_Wflh7jXpugM20Dv,65 and older,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),New Mexico,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,,No,No,No,Yes,Yes
R_10VPzfUmqBTJEiC,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Female,heterosexual (straight),Florida,1 (just me!),1 (just me!),More than 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_2wKuMmrh8yJ9vHi,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Indiana,1 (just me!),1 (just me!),More than 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_1jOkQwuwP2tGtx3,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Texas,3,4+,More than 10 times per month,No,Yes,Yes,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_11iFIT1OyPW9JQ4,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Illinois,1 (just me!),2,Less than 5 times per month,Yes,No,Yes,Yes,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No
R_2Tw1pYGELWTykuP,65 and older,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,Yes,No,,No,I don't know,I don't know,No,Yes
R_pc0Q3tj9XIJGlwJ,18 - 24 years,Yes,Other,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Texas,2,2,Less than 5 times per month,No,Yes,No,No,No,,I don't know,I don't know,Yes,Yes,Yes
R_ZfxDd4JY8M1gR8J,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Illinois,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
